Season,Phase,Gamecode,Round,roundAlias,roundName,played,date,confirmedDate,confirmedHour,localTimeZone,localDate,utcDate,localLast5Form,roadLast5Form,season.name,season.code,season.alias,season.competitionCode,season.year,season.startDate,group.id,group.order,group.name,group.rawName,phaseType.code,phaseType.alias,phaseType.name,phaseType.isGroupPhase,local.club.code,local.club.name,local.club.abbreviatedName,local.club.editorialName,local.club.tvCode,local.club.isVirtual,local.club.images.crest,local.score,local.standingsScore,road.club.code,road.club.name,road.club.abbreviatedName,road.club.editorialName,road.club.tvCode,road.club.isVirtual,road.club.images.crest,road.score,road.standingsScore
2024,RS,113,12,Round 12,Round 12,True,2024-12-18T19:00:00,True,True,2,2024-12-18T20:00:00,2024-12-18T18:00:00Z,"['W', 'L', 'W', 'L', 'W']","['L', 'W', 'W', 'W', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,HTA,Hapoel Shlomo Tel Aviv,Hapoel Tel Aviv,,HTA,False,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png,109,93,BES,Besiktas Fibabanka Istanbul,Besiktas,,BJK,False,https://media-cdn.cortextech.io/7d37b2d0-2a4a-4a86-bf2c-266bd8da7cac.png,101,93
2024,RS,114,12,Round 12,Round 12,True,2024-12-17T17:00:00,True,True,3,2024-12-17T19:00:00,2024-12-17T16:00:00Z,"['W', 'W', 'W', 'L', 'W']","['W', 'W', 'W', 'W', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,BAH,Bahcesehir College Istanbul,Bahcesehir,,BKS,False,https://media-cdn.incrowdsports.com/1d3274d8-da86-4d21-9e97-6810ab88babe.png,73,73,CAN,Dreamland Gran Canaria,Gran Canaria,,DGC,False,https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png,65,65
2024,RS,115,12,Round 12,Round 12,True,2024-12-18T18:30:00,True,True,1,2024-12-18T18:30:00,2024-12-18T17:30:00Z,"['L', 'W', 'L', 'L', 'W']","['L', 'L', 'L', 'W', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,BUD,Buducnost VOLI Podgorica,Buducnost,,BUD,False,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png,110,95,TRN,Dolomiti Energia Trento,Trento,,TRE,False,https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png,108,95
2024,RS,116,12,Round 12,Round 12,True,2024-12-17T19:30:00,True,True,1,2024-12-17T19:30:00,2024-12-17T18:30:00Z,"['W', 'L', 'L', 'L', 'W']","['W', 'W', 'L', 'L', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,HAM,Veolia Towers Hamburg,Hamburg,,HAM,False,https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png,82,82,JER,Hapoel Bank Yahav Jerusalem,Hapoel Jerusalem,,JLM,False,https://media-cdn.incrowdsports.com/8058e0c5-3042-45e1-9423-f93f33c54576.png,80,80
2024,RS,117,12,Round 12,Round 12,True,2024-12-18T20:30:00,True,True,1,2024-12-18T20:30:00,2024-12-18T19:30:00Z,"['W', 'W', 'W', 'W', 'L']","['W', 'W', 'L', 'W', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,PAM,Valencia Basket,Valencia,,VBC,False,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,108,108,CLU,U-BT Cluj-Napoca,Cluj,,UBT,False,https://media-cdn.incrowdsports.com/ae3e2844-0615-41bb-a788-a4f0d54b8d5e.png,80,80
2024,RS,118,12,Round 12,Round 12,True,2024-12-18T20:30:00,True,True,1,2024-12-18T20:30:00,2024-12-18T19:30:00Z,"['L', 'L', 'W', 'L', 'L']","['W', 'W', 'W', 'L', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,BOU,Cosea JL Bourg-en-Bresse,Bourg,,JLB,False,https://media-cdn.incrowdsports.com/d4225e1b-7c1b-4382-98d4-ca8511c64441.png,99,99,VNC,Umana Reyer Venice,Reyer Venice,,URV,False,https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png,102,102
2024,RS,119,12,Round 12,Round 12,True,2024-12-18T18:30:00,True,True,1,2024-12-18T18:30:00,2024-12-18T17:30:00Z,"['L', 'W', 'W', 'W', 'L']","['L', 'L', 'W', 'W', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,LJU,Cedevita Olimpija Ljubljana,Cedevita Olimpija,,COL,False,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png,74,74,TTK,Turk Telekom Ankara,Turk Telekom,,TTA,False,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png,80,80
2024,RS,120,12,Round 12,Round 12,True,2024-12-17T19:00:00,True,True,2,2024-12-17T20:00:00,2024-12-17T18:00:00Z,"['L', 'L', 'L', 'L', 'W']","['L', 'L', 'W', 'L', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,ARI,Aris Midea Thessaloniki,Aris,,ARI,False,https://media-cdn.cortextech.io/28be84d9-ad7e-43b3-8d8c-822bb76b8a9e.png,81,81,LKB,7Bet-Lietkabelis Panevezys,Lietkabelis,,LIE,False,https://media-cdn.cortextech.io/ffcb6e37-31f4-48f6-91c2-a8c9a6f791a9.png,66,66
2024,RS,121,13,Round 13,Round 13,True,2025-01-02T18:00:00,True,True,1,2025-01-02T18:00:00,2025-01-02T17:00:00Z,"['L', 'L', 'L', 'L', 'L']","['W', 'L', 'L', 'W', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,TSO,Trefl Sopot,Sopot,,SOP,False,https://media-cdn.incrowdsports.com/9ef7b3dd-9f80-4639-964d-9db4dfe436ee.png,69,69,BUD,Buducnost VOLI Podgorica,Buducnost,,BUD,False,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png,81,81
2024,RS,122,13,Round 13,Round 13,True,2025-01-03T20:00:00,True,True,1,2025-01-03T20:00:00,2025-01-03T19:00:00Z,"['L', 'L', 'W', 'L', 'L']","['W', 'W', 'L', 'W', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,TRN,Dolomiti Energia Trento,Trento,,TRE,False,https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png,69,69,BAH,Bahcesehir College Istanbul,Bahcesehir,,BKS,False,https://media-cdn.incrowdsports.com/1d3274d8-da86-4d21-9e97-6810ab88babe.png,73,73
2024,RS,123,13,Round 13,Round 13,True,2025-01-02T21:00:00,True,True,0,2025-01-02T20:00:00,2025-01-02T20:00:00Z,"['W', 'W', 'W', 'L', 'L']","['L', 'W', 'L', 'W', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,CAN,Dreamland Gran Canaria,Gran Canaria,,DGC,False,https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png,64,64,HTA,Hapoel Shlomo Tel Aviv,Hapoel Tel Aviv,,HTA,False,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png,87,87
2024,RS,124,13,Round 13,Round 13,True,2024-12-26T19:00:00,True,True,1,2024-12-26T19:00:00,2024-12-26T18:00:00Z,"['W', 'W', 'W', 'W', 'W']","['W', 'W', 'W', 'L', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,ULM,ratiopharm Ulm,Ulm,,ULM,False,https://media-cdn.incrowdsports.com/497dc717-214d-4c03-8c67-0c4870278aa0.png,104,104,BES,Besiktas Fibabanka Istanbul,Besiktas,,BJK,False,https://media-cdn.cortextech.io/7d37b2d0-2a4a-4a86-bf2c-266bd8da7cac.png,87,87
2024,RS,125,13,Round 13,Round 13,True,2025-01-03T18:00:00,True,True,2,2025-01-03T19:00:00,2025-01-03T17:00:00Z,"['L', 'L', 'W', 'L', 'W']","['L', 'L', 'L', 'W', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,WOL,Wolves Twinsbet Vilnius,Wolves,,WLV,False,https://media-cdn.incrowdsports.com/bab91c74-fc2e-4176-9db5-06f40e0e6759.png,91,91,JOV,Joventut Badalona,Joventut,,CJB,False,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png,80,80
2024,RS,126,13,Round 13,Round 13,True,2025-01-02T19:00:00,True,True,2,2025-01-02T20:00:00,2025-01-02T18:00:00Z,"['W', 'L', 'L', 'L', 'W']","['L', 'L', 'L', 'W', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,JER,Hapoel Bank Yahav Jerusalem,Hapoel Jerusalem,,JLM,False,https://media-cdn.incrowdsports.com/8058e0c5-3042-45e1-9423-f93f33c54576.png,90,90,ARI,Aris Midea Thessaloniki,Aris,,ARI,False,https://media-cdn.cortextech.io/28be84d9-ad7e-43b3-8d8c-822bb76b8a9e.png,85,85
2024,RS,127,13,Round 13,Round 13,True,2025-01-16T18:30:00,True,True,2,2025-01-16T19:30:00,2025-01-16T17:30:00Z,"['L', 'W', 'L', 'W', 'L']","['W', 'W', 'W', 'L', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,LKB,7Bet-Lietkabelis Panevezys,Lietkabelis,,LIE,False,https://media-cdn.cortextech.io/ffcb6e37-31f4-48f6-91c2-a8c9a6f791a9.png,78,78,LJU,Cedevita Olimpija Ljubljana,Cedevita Olimpija,,COL,False,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png,88,88
2024,RS,128,13,Round 13,Round 13,True,2025-01-03T17:30:00,True,True,3,2025-01-03T19:30:00,2025-01-03T16:30:00Z,"['L', 'W', 'W', 'W', 'W']","['L', 'W', 'L', 'L', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,TTK,Turk Telekom Ankara,Turk Telekom,,TTA,False,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png,98,98,BOU,Cosea JL Bourg-en-Bresse,Bourg,,JLB,False,https://media-cdn.incrowdsports.com/d4225e1b-7c1b-4382-98d4-ca8511c64441.png,89,89
2024,RS,129,13,Round 13,Round 13,True,2025-01-02T20:00:00,True,True,1,2025-01-02T20:00:00,2025-01-02T19:00:00Z,"['W', 'W', 'L', 'W', 'W']","['W', 'W', 'W', 'L', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,VNC,Umana Reyer Venice,Reyer Venice,,URV,False,https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png,81,81,PAM,Valencia Basket,Valencia,,VBC,False,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,74,74
2024,RS,130,13,Round 13,Round 13,True,2025-01-03T18:00:00,True,True,2,2025-01-03T19:00:00,2025-01-03T17:00:00Z,"['W', 'L', 'W', 'L', 'W']","['L', 'L', 'L', 'W', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,CLU,U-BT Cluj-Napoca,Cluj,,UBT,False,https://media-cdn.incrowdsports.com/ae3e2844-0615-41bb-a788-a4f0d54b8d5e.png,104,104,HAM,Veolia Towers Hamburg,Hamburg,,HAM,False,https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png,83,83
2024,RS,131,14,Round 14,Round 14,True,2025-01-08T18:00:00,True,True,2,2025-01-08T19:00:00,2025-01-08T17:00:00Z,"['L', 'W', 'L', 'W', 'L']","['L', 'L', 'L', 'L', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,WOL,Wolves Twinsbet Vilnius,Wolves,,WLV,False,https://media-cdn.incrowdsports.com/bab91c74-fc2e-4176-9db5-06f40e0e6759.png,74,74,TSO,Trefl Sopot,Sopot,,SOP,False,https://media-cdn.incrowdsports.com/9ef7b3dd-9f80-4639-964d-9db4dfe436ee.png,97,97
2024,RS,132,14,Round 14,Round 14,True,2025-01-08T19:30:00,True,True,1,2025-01-08T19:30:00,2025-01-08T18:30:00Z,"['L', 'L', 'W', 'L', 'W']","['W', 'W', 'L', 'L', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,JOV,Joventut Badalona,Joventut,,CJB,False,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png,93,93,BES,Besiktas Fibabanka Istanbul,Besiktas,,BJK,False,https://media-cdn.cortextech.io/7d37b2d0-2a4a-4a86-bf2c-266bd8da7cac.png,70,70
2024,RS,133,14,Round 14,Round 14,True,2025-01-07T19:00:00,True,True,1,2025-01-07T19:00:00,2025-01-07T18:00:00Z,"['W', 'W', 'W', 'W', 'L']","['W', 'W', 'L', 'L', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,ULM,ratiopharm Ulm,Ulm,,ULM,False,https://media-cdn.incrowdsports.com/497dc717-214d-4c03-8c67-0c4870278aa0.png,76,76,CAN,Dreamland Gran Canaria,Gran Canaria,,DGC,False,https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png,83,83
2024,RS,134,14,Round 14,Round 14,True,2025-01-07T19:00:00,True,True,2,2025-01-07T20:00:00,2025-01-07T18:00:00Z,"['W', 'L', 'W', 'W', 'W']","['L', 'W', 'L', 'L', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,HTA,Hapoel Shlomo Tel Aviv,Hapoel Tel Aviv,,HTA,False,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png,89,89,TRN,Dolomiti Energia Trento,Trento,,TRE,False,https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png,68,68
2024,RS,135,14,Round 14,Round 14,True,2025-01-08T17:00:00,True,True,3,2025-01-08T19:00:00,2025-01-08T16:00:00Z,"['W', 'L', 'W', 'W', 'W']","['L', 'L', 'W', 'W', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,BAH,Bahcesehir College Istanbul,Bahcesehir,,BKS,False,https://media-cdn.incrowdsports.com/1d3274d8-da86-4d21-9e97-6810ab88babe.png,95,82,BUD,Buducnost VOLI Podgorica,Buducnost,,BUD,False,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png,93,82
2024,RS,136,14,Round 14,Round 14,True,2025-01-08T18:00:00,True,True,2,2025-01-08T19:00:00,2025-01-08T17:00:00Z,"['L', 'W', 'L', 'W', 'L']","['L', 'L', 'L', 'W', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,CLU,U-BT Cluj-Napoca,Cluj,,UBT,False,https://media-cdn.incrowdsports.com/ae3e2844-0615-41bb-a788-a4f0d54b8d5e.png,79,79,JER,Hapoel Bank Yahav Jerusalem,Hapoel Jerusalem,,JLM,False,https://media-cdn.incrowdsports.com/8058e0c5-3042-45e1-9423-f93f33c54576.png,91,91
2024,RS,137,14,Round 14,Round 14,True,2025-01-08T19:30:00,True,True,1,2025-01-08T19:30:00,2025-01-08T18:30:00Z,"['L', 'L', 'W', 'L', 'L']","['W', 'L', 'W', 'W', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,HAM,Veolia Towers Hamburg,Hamburg,,HAM,False,https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png,77,77,VNC,Umana Reyer Venice,Reyer Venice,,URV,False,https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png,90,90
2024,RS,138,14,Round 14,Round 14,True,2025-01-07T20:30:00,True,True,1,2025-01-07T20:30:00,2025-01-07T19:30:00Z,"['W', 'W', 'L', 'L', 'W']","['W', 'W', 'W', 'W', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,PAM,Valencia Basket,Valencia,,VBC,False,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,116,116,TTK,Turk Telekom Ankara,Turk Telekom,,TTA,False,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png,78,78
2024,RS,139,14,Round 14,Round 14,True,2025-01-07T19:30:00,True,True,1,2025-01-07T19:30:00,2025-01-07T18:30:00Z,"['W', 'L', 'L', 'L', 'W']","['W', 'L', 'W', 'L', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,BOU,Cosea JL Bourg-en-Bresse,Bourg,,JLB,False,https://media-cdn.incrowdsports.com/d4225e1b-7c1b-4382-98d4-ca8511c64441.png,79,79,LKB,7Bet-Lietkabelis Panevezys,Lietkabelis,,LIE,False,https://media-cdn.cortextech.io/ffcb6e37-31f4-48f6-91c2-a8c9a6f791a9.png,66,66
2024,RS,140,14,Round 14,Round 14,True,2025-01-08T18:45:00,True,True,1,2025-01-08T18:45:00,2025-01-08T17:45:00Z,"['W', 'W', 'L', 'W', 'W']","['L', 'L', 'W', 'L', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,LJU,Cedevita Olimpija Ljubljana,Cedevita Olimpija,,COL,False,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png,98,98,ARI,Aris Midea Thessaloniki,Aris,,ARI,False,https://media-cdn.cortextech.io/28be84d9-ad7e-43b3-8d8c-822bb76b8a9e.png,79,79
2024,RS,141,15,Round 15,Round 15,True,2025-01-15T19:00:00,True,True,1,2025-01-15T19:00:00,2025-01-15T18:00:00Z,"['L', 'L', 'L', 'W', 'L']","['L', 'W', 'W', 'W', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,TSO,Trefl Sopot,Sopot,,SOP,False,https://media-cdn.incrowdsports.com/9ef7b3dd-9f80-4639-964d-9db4dfe436ee.png,76,76,BAH,Bahcesehir College Istanbul,Bahcesehir,,BKS,False,https://media-cdn.incrowdsports.com/1d3274d8-da86-4d21-9e97-6810ab88babe.png,81,81
2024,RS,142,15,Round 15,Round 15,True,2025-01-15T19:00:00,True,True,1,2025-01-15T19:00:00,2025-01-15T18:00:00Z,"['L', 'W', 'W', 'L', 'W']","['L', 'W', 'W', 'W', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,BUD,Buducnost VOLI Podgorica,Buducnost,,BUD,False,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png,84,84,HTA,Hapoel Shlomo Tel Aviv,Hapoel Tel Aviv,,HTA,False,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png,83,83
2024,RS,143,15,Round 15,Round 15,True,2025-01-14T20:00:00,True,True,1,2025-01-14T20:00:00,2025-01-14T19:00:00Z,"['W', 'L', 'L', 'L', 'W']","['W', 'W', 'W', 'L', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,TRN,Dolomiti Energia Trento,Trento,,TRE,False,https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png,86,86,ULM,ratiopharm Ulm,Ulm,,ULM,False,https://media-cdn.incrowdsports.com/497dc717-214d-4c03-8c67-0c4870278aa0.png,71,71
2024,RS,144,15,Round 15,Round 15,True,2025-01-15T21:00:00,True,True,0,2025-01-15T20:00:00,2025-01-15T20:00:00Z,"['W', 'L', 'L', 'W', 'L']","['L', 'W', 'L', 'W', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,CAN,Dreamland Gran Canaria,Gran Canaria,,DGC,False,https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png,77,77,JOV,Joventut Badalona,Joventut,,CJB,False,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png,83,83
2024,RS,145,15,Round 15,Round 15,True,2025-01-14T18:00:00,True,True,3,2025-01-14T20:00:00,2025-01-14T17:00:00Z,"['W', 'L', 'L', 'L', 'W']","['W', 'L', 'W', 'L', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,d7fbf7bc-fa38-436d-be58-359f792d76e5,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,BES,Besiktas Fibabanka Istanbul,Besiktas,,BJK,False,https://media-cdn.cortextech.io/7d37b2d0-2a4a-4a86-bf2c-266bd8da7cac.png,79,79,WOL,Wolves Twinsbet Vilnius,Wolves,,WLV,False,https://media-cdn.incrowdsports.com/bab91c74-fc2e-4176-9db5-06f40e0e6759.png,77,77
2024,RS,146,15,Round 15,Round 15,True,2025-01-14T19:00:00,True,True,2,2025-01-14T20:00:00,2025-01-14T18:00:00Z,"['L', 'L', 'W', 'W', 'L']","['W', 'L', 'W', 'W', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,JER,Hapoel Bank Yahav Jerusalem,Hapoel Jerusalem,,JLM,False,https://media-cdn.incrowdsports.com/8058e0c5-3042-45e1-9423-f93f33c54576.png,70,70,LJU,Cedevita Olimpija Ljubljana,Cedevita Olimpija,,COL,False,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png,74,74
2024,RS,147,15,Round 15,Round 15,True,2025-01-15T19:00:00,True,True,2,2025-01-15T20:00:00,2025-01-15T18:00:00Z,"['L', 'W', 'L', 'L', 'L']","['L', 'L', 'L', 'W', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,ARI,Aris Midea Thessaloniki,Aris,,ARI,False,https://media-cdn.cortextech.io/28be84d9-ad7e-43b3-8d8c-822bb76b8a9e.png,51,51,BOU,Cosea JL Bourg-en-Bresse,Bourg,,JLB,False,https://media-cdn.incrowdsports.com/d4225e1b-7c1b-4382-98d4-ca8511c64441.png,92,92
2024,RS,148,15,Round 15,Round 15,True,2025-01-14T18:00:00,True,True,2,2025-01-14T19:00:00,2025-01-14T17:00:00Z,"['L', 'W', 'L', 'L', 'L']","['W', 'L', 'L', 'W', 'W']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,LKB,7Bet-Lietkabelis Panevezys,Lietkabelis,,LIE,False,https://media-cdn.cortextech.io/ffcb6e37-31f4-48f6-91c2-a8c9a6f791a9.png,91,91,PAM,Valencia Basket,Valencia,,VBC,False,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,96,96
2024,RS,149,15,Round 15,Round 15,True,2025-01-15T17:30:00,True,True,3,2025-01-15T19:30:00,2025-01-15T16:30:00Z,"['W', 'W', 'W', 'L', 'W']","['L', 'W', 'L', 'L', 'L']",EuroCup-2024-25,U2024,2024-25,U,2024,2024-06-29T00:00:00,52dd6cf6-70fb-4327-b4d3-fa0b48db829d,2,Group B,B,RS,REGULAR SEASON,Regular Season,True,TTK,Turk Telekom Ankara,Turk Telekom,,TTA,False,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png,77,77,HAM,Veolia Towers Hamburg,Hamburg,,HAM,False,https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png,65,65
